claim,label,language,translated_claim,output,final_answer,correct,inconclusive
Ova skupštinska većina i ova vlast je 94 odsto svih nepravilnosti i svega onoga što je ukazao Zaštitnik građana ispravila.,mostly true,sr,'This parliamentary majority and this government have corrected 94 percent of all irregularities and everything that the Ombudsman pointed out.',Final Answer: False,false,False,False
"Dzisiaj, dzięki podpisowi złożonemu przez pana prezydenta na ustawie, minimalna stawka godzinowa to 17 zł, a nie 5 zł, jak jeszcze było 5 lat temu.",half true,pl,"""Today, thanks to the signature of the president on the law, the minimum hourly wage is 17 PLN, not 5 PLN, as it was 5 years ago.""",Final Answer: Mostly True,mostly true,False,False
"Niestety, jest ona [polska administracja] ogromna, ponad 400 tysięcy osób (…)",true,pl,"'Unfortunately, it [the Polish administration] is huge, over 400 thousand people (...)'.",Final Answer: Mostly True,mostly true,False,False
Даже при официальных темпах роста цен только за 7 месяцев домохозяйства понесли дополнительные затраты на продукты 225 млрд тенге,mostly true,ru,"""Even with the official rate of price growth, households have incurred additional food costs of 225 billion tenge in just 7 months.""",Final Answer: Mostly True,mostly true,True,False
"“Uređaj o kome mi vi pričate, gospodine Šutanovac, a ja sam spreman uvek da povedem i predstavnike novinara je kupljen za vreme vašeg mandata i kupljen je za JO2, a da o tome VBA nije imala pojma da je kupljen (…) Ko je hteo da prisluškuje građane Srbije? Ja ili vi? Ko je kupio uređaj? Ja ili vi?""",false,sr,"""The device you are talking about, Mr. Šutanovac, and I am always ready to bring along representatives of the journalists, was purchased during your term and it was bought for JO2, and the VBA had no idea it was purchased (...) Who wanted to eavesdrop on the citizens of Serbia? Me or you? Who bought the device? Me or you?""",Final Answer: Mostly True,mostly true,False,False
"„Predlog budžeta za 2011. godinu, koji je Vlada danas usvojila, predvideo je da se za oko 25 odsto povećaju transferi lokalnim samoupravama. Za te namene predviđeno je ukupno 32 milijarde dinara.“",false,sr,"""The budget proposal for 2011, which the government adopted today, anticipates an increase of about 25 percent in transfers to local governments. A total of 32 billion dinars is allocated for this purpose.""",Final Answer: False,false,True,False
"„Srbija bi mogla da postane ‘evropska sila’ u oblasti ribarstva i prerade ribe tako što bi uvozila ribu sa severnih mora, a potom je prerađenu prodavala Evropljanima.“",mostly false,sr,"""Serbia could become a 'European power' in the field of fishing and fish processing by importing fish from the northern seas and then selling the processed products to Europeans.""",Final Answer: Half True,half true,False,False
Корь излечивает от рака и предотвращает его развитие,half true,ru,"""Measles cures cancer and prevents its development.""",Final Answer: False,false,False,False
"„Svi ključni ekonomski indikatori pokazuju tendenciju oporavka od marta (2009.), što znači da je najgori period iza nas.“",mostly false,sr,"""All key economic indicators show a tendency to recover since March (2009), which means that the worst period is behind us.""",Final Answer: Mostly True,mostly true,False,False
"Wskaźnik Giniego, który pokazuje poziom nierówności. W ciągu naszych rządów zmalał on o 2 punkty, z 31 do 29 mniej więcej.",half true,pl,"'The Gini coefficient, which shows the level of inequality, has decreased by 2 points during our government, from 31 to approximately 29.'",Final Answer: Half True,half true,True,False
„Poskupljenje goriva svakako će uticati na cene ostalih proizvoda.“,true,sr,"""The increase in fuel prices will certainly affect the prices of other products.""",Final Answer: Mostly True,mostly true,False,False
"Результаты PISA говорят о снижение грамотности школьников. Если в странах ОЭСР дети постоянно повышают результаты читательской грамотности, то у нас есть вопросы и определенная тенденция на ухудшение.",half true,ru,"""The results of PISA indicate a decline in students' literacy. While children in OECD countries are consistently improving their reading literacy scores, we have concerns and a certain trend of deterioration.""",Final Answer: Mostly False,mostly false,False,False
"„Predviđanja Vlade da ekonomska kriza neće imati značajan uticaj na proizvodnju i izvoz poljoprivrednih proizvoda pokazala se kao tačna. U prvih šest meseci poljoprivreda beleži suficit od 320 miliona dolara, što je više od prošle godine, kada je ukupni godišnji suficit bio 600 miliona dolara.“",true,sr,"""The government's predictions that the economic crisis would not have a significant impact on the production and export of agricultural products have proven to be accurate. In the first six months, agriculture recorded a surplus of 320 million dollars, which is more than last year, when the total annual surplus was 600 million dollars.""",Final Answer: True,true,True,False
Си Цзиньпин посетил мечеть и просил благословения/прощения у мусульман,false,ru,'Xi Jinping visited a mosque and asked for blessings/forgiveness from Muslims.',Final Answer: False,false,True,False
Wie pan ile w rządzie zasiada osób? 106 wiceministrów i 22 chyba ministrów.,false,pl,"'How many people are in the government? 106 deputy ministers and 22 ministers, I think.'",Final Answer: Mostly True,mostly true,False,False
"LSNS otwarcie odwołuje się do reżimu stworzonego przez nazistowskiego kolaboranta ks. Tiso, wzywa do przemocy, organizuje bojówki. Faszyści dostali 8% głosów.",true,pl,"'LSNS openly refers to the regime created by the Nazi collaborator Father Tiso, calls for violence, and organizes militias. The fascists received 8% of the votes.'",Final Answer: Mostly True,mostly true,False,False
Mamy w warszawie dwa kluby rugby: Skra i AZS AWF Warszawa.,false,pl,'We have two rugby clubs in Warsaw: Skra and AZS AWF Warsaw.',Final Answer: Mostly True,mostly true,False,False
Коронавирус вызывает не пневмонию а тромбоз,false,ru,'The coronavirus causes not pneumonia but thrombosis.',Final Answer: Mostly False,mostly false,False,False
"На лица, нарушившее карантин, налагается штраф и они привлекаются к ответственности",true,ru,"""A fine is imposed on individuals who violate quarantine, and they are held accountable.""",Final Answer: True,true,True,False
В прошлом году по этому показателю [Получение разрешения на строительство в рейтинге Doing Business-ред.] Казахстан поднялся сразу на 17 позиций и занял 35 место в мире,mostly true,ru,"""Last year, in this indicator [Obtaining a construction permit in the Doing Business ranking], Kazakhstan rose by 17 positions and took 35th place in the world.""",Final Answer: Mostly True,mostly true,True,False
В нескольких городах США планируется расформировать полицию и заменить ее командами реагирования,half true,ru,"'In several cities in the United States, there are plans to disband the police and replace it with response teams.'",Final Answer: Mostly True,mostly true,False,False
„Dvadeset pet procenata nezaposlenosti nema nigde drugde na Balkanu!“,mostly false,sr,"""Twenty-five percent unemployment is nowhere else in the Balkans!""",Final Answer: Mostly False,mostly false,True,False
Dopiero teraz wiemy ilu lekarzy pracuje w Polsce. Jest to 149 tys. mniej więcej. To jest średnia europejska.,false,pl,"'Only now do we know how many doctors work in Poland. It is approximately 149,000. This is the European average.'",Final Answer: Mostly True,mostly true,False,False
Jeszcze jako UPR zebraliśmy 140 tysięcy podpisów pod ustawą o wprowadzeni kary śmierci. One zostały “zmielone” tutaj w Sejmie.,false,pl,"'While still as UPR, we collected 140 thousand signatures for the law introducing the death penalty. They were ""ground up"" here in the Sejm.'",Final Answer: False,false,True,False
"Ile było głosów nieważnych, teraz w wyborach prezydenckich? 1%?",true,pl,"""How many invalid votes were there in the presidential elections? 1%?""",Final Answer: Half True,half true,False,False
"„Prosečne plate će se ove godine kretati između 34.000 i 35.000 dinara, odnosno od 320 do 330 evra, što je na nivou regiona.“",mostly false,sr,"""The average salaries this year will range between 34,000 and 35,000 dinars, or from 320 to 330 euros, which is at the regional level.""",Final Answer: Half True,half true,False,False
"«...в советский период рыбное хозяйство Казахстана было одной из самых высоко развитых доходных отраслей народного хозяйство, объем валового рыбопроизводства составлял свыше 80 тыс. тонн в год. В настоящее же время общий объем добычи биоресурсов снизился в несколько раз…»",true,ru,"""...during the Soviet period, the fishing industry of Kazakhstan was one of the most highly developed and profitable sectors of the national economy, with a gross fish production volume exceeding 80 thousand tons per year. Currently, the total volume of bioresource extraction has decreased several times...""",Final Answer: Mostly True,mostly true,False,False
"Jesteśmy w wąskim gronie Luksemburga, Belgii, Islandii i Grecji, gdzie te różnice są mniejsze (w płacy kobiet i mężczyzn).",false,pl,"'We are among the select group of Luxembourg, Belgium, Iceland, and Greece, where these differences (in the wages of women and men) are smaller.'",Final Answer: Mostly True,mostly true,False,False
„Broj ‘lažnih azilanata’ koji iz Srbije dolaze u EU je u padu.“,true,sr,"""The number of 'false asylum seekers' coming from Serbia to the EU is decreasing.""",Final Answer: True,true,True,False
Секспросвет грозит растлением молодого поколения и уничтожением основ нравственности и порядочности,false,ru,"""Sex education threatens the corruption of the younger generation and the destruction of the foundations of morality and decency.""",Final Answer: Mostly False,mostly false,False,False
"„Kakva je to politika SNS to saznajem najčešće od vas novinara, kakva je ideja i ideologija SNS – nje nema…ona nema ni program.“",half true,sr,"""What kind of politics does the SNS have? I most often learn about it from you journalists. What is the idea and ideology of the SNS? There is none... it doesn't even have a program.""",Final Answer: Mostly False,mostly false,False,False
Wśród nich [rowerów w systemie Veturilo jest – przyp. red.] jednak tylko kilka trójkołowych dla osób niepełnosprawnych i seniorów.,false,pl,"'Among them [the bicycles in the Veturilo system – editor's note], however, there are only a few tricycles for people with disabilities and seniors.'",Final Answer: Mostly True,mostly true,False,False
"Według celów barcelońskich, które PO zgodziła się realizować, powinniśmy mieć 33% gwarantowanych miejsc dla dzieci w żłobkach.",true,pl,"""According to the Barcelona objectives that the PO agreed to implement, we should have 33% guaranteed places for children in nurseries.""",Final Answer: Mostly True,mostly true,False,False
"TSUE ma prawo, a nawet ma obowiązek zwracać uwagę, że nasze prawo jest niezgodne z polską konstytucją, a przez to, z prawem unijnym.",half true,pl,"'The CJEU has the right, and even the obligation, to point out that our law is inconsistent with the Polish constitution, and therefore, with EU law.'",Final Answer: Mostly True,mostly true,False,False
"Kraje, do których wyjeżdżają Polacy, kraje, do których wyjechały 2 miliony Polaków, to są kraje, w których poziom tzw. wyszczepienia jest zdecydowanie mniejszy niż w Polsce. W Wielkiej Brytanii tylko 75% to są ludzie, którzy się szczepili, podobnie jest w Szwajcarii – to jest 75% w Polsce jest 99,99%.",false,pl,"""The countries to which Poles are going, the countries where 2 million Poles have moved, are countries where the level of so-called vaccination is significantly lower than in Poland. In the United Kingdom, only 75% of people are vaccinated, and the same is true in Switzerland – it is 75%, while in Poland it is 99.99%.""",Final Answer: Mostly False,mostly false,False,False
"„Vlada Srbije usvojila je Uredbu o regresiranju mineralnih đubriva, a cilj je da se poljoprivrednicima olakša i pomogne uspešno okončanje ovogodišnje jesenje setve.“",mostly false,sr,"""The Government of Serbia has adopted a Regulation on the reimbursement of mineral fertilizers, with the aim of easing the process for farmers and helping them successfully complete this year's autumn planting.""",Final Answer: True,true,False,False
Drugi Budapeszt to oznacza znacznie wolniejszy wzrost gospodarczy (…). Oni się rozwijali dwa razy wolniej niż my [Polska].,false,pl,'The second Budapest means significantly slower economic growth (...). They developed twice as slowly as we [Poland].',Final Answer: Mostly True,mostly true,False,False
"Профессора Калифорнийского университета (UCLA) Гордона Кляйна временно отстранили от работы, потому что тот отказался перенести экзамены для студентов афроамериканцев",true,ru,'Professor Gordon Klein of the University of California (UCLA) was temporarily suspended from work because he refused to postpone exams for African American students.',Final Answer: Mostly True,mostly true,False,False
Майк Тайсон отказался от Ислама,half true,ru,'Mike Tyson renounced Islam.',Final Answer: False,false,False,False
"Поскольку корь очень заразна, коллективный иммунитет для нее не работает несмотря на очень высокий охват вакцинации",false,ru,"'Since measles is highly contagious, herd immunity does not work for it despite very high vaccination coverage.'",Final Answer: Mostly False,mostly false,False,False
"„Bramerc ne samo da ne sumnja u našu političku volju, već nema nikakve ni profesionalne zamerke na ono što se u operativnom smislu radi. Uz to, ostvarena je puna saradnja s Tribunalom vezano za svedoke, dostavu dokumentacije, pristup arhivama.“",true,sr,"""Bramerc not only does not doubt our political will, but he also has no professional objections to what is being done in an operational sense. In addition, there has been full cooperation with the Tribunal regarding witnesses, the delivery of documentation, and access to archives.""",Final Answer: Mostly True,mostly true,False,False
"„Ne može jedan državni sekretar, pa makar to bio i Slobodan Ilić, da napravi problem u odnosima u koaliciji.“",mostly false,sr,"""No state secretary, even if it is Slobodan Ilić, can create a problem in the coalition's relations.""",Final Answer: Mostly True,mostly true,False,False
"То, что эпидемиологи не верили в сезонность коронавируса, привело к составлению неверных моделей и прогнозов. Когда первоначальные наихудшие сценарии нигде не сбылись, некоторые все еще цепляются за модели, предсказывающие вторую волну.",false,ru,"""The fact that epidemiologists did not believe in the seasonality of the coronavirus led to the creation of incorrect models and forecasts. When the initial worst-case scenarios did not materialize anywhere, some still cling to models predicting a second wave.""",Final Answer: Mostly False,mostly false,False,False
"Оставили презумпцию согласия на изъятие ОРГАНОВ у умерших, хотя народ был против! То есть, каждый человек автоматически может стать донором органов, если НЕ успел отказаться. (Нужно либо при жизни написать отказ, либо родственники должны выразить несогласие)",half true,ru,"""They left the presumption of consent for the removal of organs from the deceased, even though the people were against it! This means that every person automatically can become an organ donor if they did not manage to refuse. (One must either write a refusal during their lifetime or their relatives must express disagreement).""",Final Answer: Mostly True,mostly true,False,False
"„Autoput Kragujevac–Batočina jedan je od prioriteta vlade, pre svega zbog ugovora sa Fijatom.“",false,sr,"""The Kragujevac–Batočina highway is one of the government's priorities, primarily because of the contract with Fiat.""",Final Answer: Mostly True,mostly true,False,False
"Polska czarna skrzynka, została odsłuchana w Polsce, sprowadzona do Polski i jest w polskich rękach.",half true,pl,"'The Polish black box has been listened to in Poland, brought to Poland, and is in Polish hands.'",Final Answer: Mostly True,mostly true,False,False
"W wyborach 2014 na 1500 protestów Sąd Najwyższy tylko w 53 przypadkach przyznał rację skarżącym, a dotyczyły one nieprawidłowości w poszczególnych obwodach.",true,pl,"'In the 2014 elections, out of 1500 protests, the Supreme Court only upheld the claims in 53 cases, which concerned irregularities in specific electoral districts.'",Final Answer: Mostly True,mostly true,False,False
Каждый казахстанец — от старика до младенца — уже должен иностранному «дяде» около 9 тыс долларов.,half true,ru,"""Every Kazakhstani, from the elderly to infants, already owes about 9 thousand dollars to a foreign 'uncle'.""",Final Answer: Mostly True,mostly true,False,False
В Казахстане ежедневно разводятся 150 пар,true,ru,"'In Kazakhstan, 150 couples get divorced every day.'",Final Answer: Mostly True,mostly true,False,False
"(…) kierunkowe założenia [nowej ordynacji podatkowej] zostały wypracowane przez zespół ludzi, w skład tego zespołu wchodziło 5 profesorów prawa podatkowego, 3 sędziów sądu administracyjnego, 3 przedstawicieli organów podatkowych, 3 przedstawicieli firm doradztwa podatkowego i jeden przedstawiciel Prezydenta.",true,pl,"'(…) the directional assumptions [of the new tax ordinance] were developed by a team of people, which included 5 professors of tax law, 3 judges of the administrative court, 3 representatives of tax authorities, 3 representatives of tax advisory firms, and one representative of the President.'",Final Answer: Half True,half true,False,False
"Księża płacą 243 zł podatku ryczałtowego kwartalnie, a przeciętny podatnik płaci 2500 (zł - przyp. Demagog) kwartalnie takiego podatku z PIT-u.",half true,pl,"'Priests pay a flat tax of 243 PLN quarterly, while the average taxpayer pays 2500 PLN quarterly in such income tax.'",Final Answer: Mostly True,mostly true,False,False
"„Dakle, mi ne možemo samo da vratimo penzije onako kao što MMF traži, i kao što neki ljudi traže, na pređašnji nivo. Zato što bi to značilo da za 80 odsto penzionera vi umanjujete penzije. (…) Dakle, ne možemo samo da kažemo ’taj zakon se ukida’, zato što nikome nećemo umanjivati penzije.“",false,sr,"""So, we cannot just restore pensions to the previous level as the IMF demands, and as some people are asking, because that would mean reducing pensions for 80 percent of pensioners. (...) Therefore, we cannot simply say 'that law is being abolished,' because we will not be reducing anyone's pensions.""",Final Answer: Mostly True,mostly true,False,False
Программа для онлайн-конференций Zoom небезопасна,half true,ru,The Zoom online conference program is not safe.,Final Answer: Mostly False,mostly false,False,False
"„Ja nikada nisam mahao krivičnim prijavama. Ja nikada ne mašem zatvorom. Ja i sada kad sam svestan toga da su mnogi ljudi ogrezli u kriminal, ne pominjem ljude i ne kažem da ćemo mi trpati ljude u zatvor.“",half true,sr,"""I have never waved criminal charges. I never wave prison. Even now, when I am aware that many people are deeply involved in crime, I do not mention people and I do not say that we will be putting people in prison.""",Final Answer: False,false,False,False
Итальянцы массово принимают ислам,false,ru,'Italians are massively converting to Islam.',Final Answer: Mostly False,mostly false,False,False
"“Prosečna plata u januaru je bila prvi put u Srbiji preko 460 evra, 462 evra mislim, dakle u januaru, očekujemo u martu, to je za 40 posto više u odnosu na ono što sam zatekao kao predsednik Vlade 2014. godine.",false,sr,"""The average salary in January was for the first time in Serbia over 460 euros, 462 euros I think, so in January, we expect in March, that is 40 percent more compared to what I found when I became Prime Minister in 2014.""","To evaluate the claim, we need to verify the following points:

1. The average salary in Serbia in January was indeed over 460 euros, specifically 462 euros.
2. The comparison of this figure to the average salary when the speaker became Prime Minister in 2014, and whether it represents a 40 percent increase.

If both points are accurate, the claim would be considered 'True'. If the salary figure is correct but the percentage increase is inaccurate, it would be 'Mostly True'. If the salary figure is incorrect but the percentage is accurate, it would be 'Mostly False'. If both figures are incorrect, it would be 'False'.

Based on the information provided, if the average salary of 462 euros is confirmed and the 40 percent increase is accurate, then the claim stands as 'True'. However, if either of these points is incorrect, the classification would change accordingly.

Final Answer: True",true,False,False
"„Prvi put u jednoj vladi je rodna ravnopravnost podignuta na mnogo viši nivo i po tome smo jedinstveni u celoj Evropi. Nema nijedne vlade, bilo u zemljama Zapadnog Balkana, bilo u EU, koje imaju telo za rodnu ravnopravnost tako visoko podignuto – pored premijera.“",half true,sr,"""For the first time in a government, gender equality has been elevated to a much higher level, and in this regard, we are unique in all of Europe. There is no other government, either in the countries of the Western Balkans or in the EU, that has a body for gender equality raised to such a high level – alongside the prime minister.""",Final Answer: Mostly True,mostly true,False,False
