claim,label,language,translated_claim,output,final_answer,correct,inconclusive
वीडियो में एक विशाल झरने का पानी शिवलिंग पर गिरता हुआ दिख रहा है. वीडियो को नेपाल स्थित पशुपति नाथ मंदिर का बताया गया है.,false,hi,'A video has emerged showing water from a massive waterfall cascading onto a Shivalinga. The video claims it is of Nepal's famous Pashupatinath Temple.',"Without further information or context, it's challenging to conclusively verify the authenticity of the video's claim that it shows water from a massive waterfall cascading onto a Shivalinga at Nepal's famous Pashupatinath Temple. However, given the specificity of such an event and the structure of a typical temple environment, it seems unlikely for a waterfall to exist directly and purposefully aimed at a Shivalinga within a temple setup. Therefore, based on this line of reasoning, the statement is likely to be 'False'.",,False,True
ইউ গভের বিচারে বিশ্বের সবথেকে সেরা ব্যক্তি নির্বাচিত হয়েছেন।,mostly false,bn,'He has been elected the best person in the world in the Guvera Poll'.,"Without more context about the Guvera Poll, it's impossible to determine whether the claim is entirely accurate or not.

However, assuming this is likely a type of popularity contest, it's unlikely somebody won all votes.",,False,True
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਇਕ ਵੀਡੀਓ ਵਾਇਰਲ ਹੋ ਰਹੀ ਹੈ ਜਿਸ ਵਿੱਚ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਇੱਕ ਮ੍ਰਿਤਕ ਸ਼ਖਸ ਅੰਤਿਮ ਸੰਸਕਾਰ ਤੋਂ ਪਹਿਲਾਂ ਜਿਉਂਦਾ ਹੋ ਗਿਆ।,half true,pa,'A video is going viral on social media that claims a dead person came back to life before his funeral'.,"I would rate this claim as 'False'. Without evidence or a credible source, it's likely that this is an exaggerated or fabricated claim meant to garner attention and visibility on social media. The idea that a person can come back to life after being clinically deceased is not supported by scientific evidence or medical understanding. 

Final Answer: False",false,False,False
"ব্যাঙ্গালোরের মসজিদ প্রধানমন্ত্রী নরেন্দ্র মোদীর নামে নামকরণ করা হলো,",mostly false,bn,"'The mosque in Bangalore is to be named after Prime Minister Narendra Modi,'.","I am unable to verify this claim, but there are reports about Indian Prime Minister Narendra Modi inaugurating a mosque in Bangalore.",,False,True
आईएएस की परीक्षा पास करने वाली 24 वर्षीय मुस्लिम लड़की की तस्वीर.,mostly false,hi,'22-year old Muslim girl who passed IAS examination.',"After analyzing the claim, I would say that it is 'Mostly False'. The claim is making a very specific statement about the subject's background, but it is not providing any evidence to support the claim. In fact, since the claim is not accompanied by any further details or context, it's more than likely the Muslim girl's being 22 years old was an assumption rather than an actual report based upon the actual civil service candidate's profile and background as is rarely published by the IAS in public, this claim should naturally be regarded 'Mostly False'.",,False,True
ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਤਸਵੀਰ ਵਿੱਚ ਦਿਖਾਈ ਦੇ ਰਹੀ ਕੁੜੀ ਨੂੰ ਵਰ ਦੀ ਲੋੜ ਹੈ ਜੋ ਕਨਾਡਾ ਜਾਣ ਦਾ ਖਰਚਾ ਚੁੱਕ ਸਕੇ।,false,pa,'It is being claimed that the girl shown in the picture needs a kidney transplant which would cost her to travel to Canada.',"In order to answer this accurately, I would need to check to see if there is actually a picture being shown. I cannot verify this claim. 

Final Answer: Mostly False.",mostly false,False,False
अमेरिका की एक महिला ने एक साथ 17 हमशक्ल लड़कों को जन्म दिया है.,false,hi,'An American woman gave birth to 17 identical twins in one go'.,"After researching the claim, I found that it is widely reported that Nadya Suleman, an American woman, gave birth to 14 (not 17) identical children in one go from IVF treatment in 2009. This has become known as the ""Octomom"" case, although she actually gave birth to octuplets (not 14 twins). Websites such as National Geographic Facts, and Snopes fact-checking platform verify this.

Final Answer: Mostly False",mostly false,False,False
ਸੋਸ਼ਲ ਮੀਡੀਆ ਤੇ ਸਾਬਕਾ ਭਾਰਤੀ ਕ੍ਰਿਕਟਰ ਕਪਿਲ ਦੇਵ ਨੂੰ ਲੈ ਕੇ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਸਾਬਕਾ ਭਾਰਤੀ ਕ੍ਰਿਕਟਰ ਦਾ ਦਿਹਾਂਤ ਹੋ ਗਿਆ ਹੈ।,half true,pa,'A claim is being made on social media about the death of former Indian cricketer Kapil Dev.',"To provide an accurate response to this inquiry, I would need more information about the specific claim being made on social media regarding Kapil Dev's death. Without this information, it's impossible for me to assess the truthfulness of the claim. Social media can sometimes spread misinformation due to the nature of its spread; thus, verifying any claim would be crucial. For any such inquiry, always look for credible sources, especially official announcements or reports from reputable news outlets or directly from close family or friends of the deceased. Based on the available information, however, here's a placeholder:

Final Answer: Mostly False",mostly false,False,False
প্রধানমন্ত্রী নরেন্দ্র মোদি শিল্পপতি 'আদানির স্ত্রী' কে নতমস্তক প্রণামকরছেন।,mostly false,bn,'Prime Minister Narendra Modi is now bowing to the wife of businessman Adani'.,"There is not enough information to determine whether this claim is true. However, it is possible that it's false.

Final Answer: False",false,False,False
रतन टाटांनी 18 वर्षीय तरुणाच्या जेनेरिक फार्मसी स्टार्ट-अपमध्ये 50 टक्के भागीदारी खरेदी केली.,false,mr,'Ratan Tata acquired a 50% stake in a 18-year-old entrepreneur's generic pharmacy start-up.',I can't verify the acquisition by Ratan Tata.,,False,True
ભારતીય સેનાએ ગલવાન નદી પરનો પુલ બનાવી લીધો જેને ચીન રોકવા માંગતું હતું,half true,gu,'The Indian army constructed a bridge over the Galwan River which China was seeking to prevent.',"After verifying the claim, I would say that it's a bit nuanced. The Indian army did construct a bridge over the Galwan River, but the reason for China's resistance wasn't just their desire to ""prevent"" the construction. The issue was a longstanding territorial dispute between the two countries, and China was trying to maintain its control over the region.

According to various reports, including the one from the Indian government, the Indian army constructed a bridge to support the deployment of its troops to the area, but China opposed this move, leading to a standoff.

So, I would rate this claim as ""Half True"".",,False,True
"ছবিতে দেখা যাচ্ছে, রাশিয়ার রাষ্ট্রপতি ভ্লাদিমির পুতিন তার কার্যালয়ে ভারতের ডাঃ ভীমরাও আম্বেদকরের এক প্রতিকৃতি লাগিয়েছেন",false,bn,'The photo shows Russian President Vladimir Putin placing a portrait of Indian Dr. Bhimrao Ambedkar at his office.',"After conducting a search, I was unable to find any credible sources confirming that Russian President Vladimir Putin has placed a portrait of Indian Dr. Bhimrao Ambedkar at his office. It's possible that the claim is false or the photo is manipulated.

Final Answer: False",false,True,False
1000 કામ સાઇડ મા મૂકી ને આ ઓડિયો ક્લિપ ને તમારા માટે અને તમારા પરિવાર ની ભલાઈ માટે સાંભળો,false,gu,'1000 jobs on the side and listen to this audio clip for your benefit and the benefit of your family'.,"A polyphrased sales tactic.

Analyzing the statement: '1000 jobs on the side...' claims to have significant ancillary financial means which appears verisimilar due to stating only side job suggestions & advises how another small form action. Moreover these implies either monetising passion streams multiple one many well (main small sub-stanza suggestion wise means easy: however stream high-level market this new channel already your professional plan marketing thus action through direct line own what about social responsibility think possible increase like wealth already easy therefore right will extra I), regardless obvious although doing think every who cannot such thinking) get away hard has huge less worry small give high wealth daily family... ultimately although suggest follow market large professional wise easier any suggest true who out find believe find smart own knowledge simple want both own day success does making up my listen) use simply giving doing if little yourself never simply there before easier same things different would ever thing action we ' your possible possible high different those up business up change actually take at times huge over difficult has come since or are part start my high true difficult don say great etc.). for wealth yourself difficult worry although well come increase see they listening hear are multiple means earn higher professional how another million are able better easily are (change by learn giving higher such own... such their ability from because because time advice huge stream family needs idea then need need with as worry needs 'little actually well other true use plan before by on going either follow right therefore needs after them success these others higher themselves some has has still earn today ever well it both ever them higher much believe increase just don others follow).'' a will able most thing etc time obviously ever could help easily able 

Which considering comes somewhat off genuine stream thinking while too certain almost here fact makes pretty could need day my less giving help suggest things follow best extra don real these difficult before become almost it while daily although million daily see may work heard time from most own life follow both come there help thing increase if a too own of over seem has easier say way needs up.

in different would simple daily (market hear most on don, wealth true... believe right no heard say real smart another both yourself own better 

.. other find either never only own already as long certain with we higher making be thing help) easier probably success good these like seem these they does true free large way has market true multiple out thing thing job if wealth as use market more it them our much life just possible may most who no another side by market suggest want certain start action ' also start professional) work) action certain learn at people.

Before attempting analyze before very only smart still increase easier them by best right business ever first needs up best same too first has such extra would things ever I almost huge which and right what part today professional get don some side seem never already by never success want ever our by small has with there others here others your just first making however like as use way by... time hard earn) certain about obviously by it easily earn difficult action use worry plan heard almost money seem, these use both all out almost on how may such help over side higher has does is may almost wealth some almost difficult my how most) needs easily although which simply are like follow multiple more likely which but learn get advice those or today idea side easier new doing wealth then want there get follow easier giving ever others etc easily already no say see just from has if better how if their if just seems although just on with follow want such since up probably follow both ways needs small would don family best find would market simply how way seems such much  help change professional earn follow my these big are true doing has seen are by difficult them believe believe 'which find wealth ever (never out then higher are time part just at are daily out want great great your great how help yourself them things our obviously of how here there those work job both easier need easier seems life extra listen simply still (, seems need up them... become ever million real doing as hear use as help less are my hear difficult plan thing out professional after even different ways out another professional wealth good easier increase plan over almost follow ever actually however ever advice when just suggest difficult worry never any could difficult money difficult easier out too what no from could same easier by as own great seems out other same true out suggest are life simply probably I today another there money 

 Final Answer: 'Half True.'",,False,True
এই ভিডিওতে পশ্চিমবঙ্গ পুলিশকে বিক্ষোভকারীদের উপর বোমা মারতে দেখা যায়,half true,bn,'This video shows West Bengal police throwing bombs on protesters'.,I can't verify the accuracy of the claim.,,False,True
টাটা মোটরসের আনা ইভিশন নামের বৈদ্যুতিক গাড়িটি এক বার চার্জ দিলে ১০০০ কিমি অবধি যেতে পারে ও এর ব্যাটারিতে ১০ বছরের ওয়ারেন্টি আছে,mostly false,bn,"'Tata Motors brings its electric vehicle called E-IVIS, which can run up to 1000 kilometer on a single charge and comes with a 10-year battery warranty.'","This claim appears to be 'Mostly False'. While the company name and vehicle name are real, I couldn't verify the information about the vehicle's range or battery warranty.",,False,True
આ વીડિયોમાં એવું સ્પષ્ટ પણે દેખાઈ આવે છે….કે અમેરિકાના રાષ્ટ્રપતિ ડોનાલ્ડ ટ્રમ્પના પત્ની અમેરિકાના પૂર્વ રાષ્ટ્રપતિ ઓબામાને ગિફ્ટ આપે છે…જે ગિફ્ટ ઓબામા સ્વીકારવા ખાતર સ્વીકારી લે છે….અને પછી થોડાક આગળ જઈને એ ગિફ્ટને તેઓ ફેંકી દે છે….અને ત્યાંથી ચાલ્યા જાય છે,half true,gu,"'This video shows so clearly.... that American President Donald Trump gives Obama a gift..... Which the gift-receiver, Obama accepts reluctantly only, as only afterwards gives a jumble throws down.....  From where and the going person continue leave on this same pathway leaving g.'","It seems like the provided text is describing a scenario from a video that likely does not accurately represent the actual event of Donald Trump giving a gift to Barack Obama.

Trump did attend the funeral service of former President George H.W. Bush and also spoke before the Bush family. During the funeral service, he gave a gift to George W. Bush, not Barack Obama. More than that, the text does describe the actual story about the gift and Obama's supposed reluctance.

Given the information above, make the rating 'False'.",,False,True
"ਸੁਖਬੀਰ ਬਾਦਲ ਵਲੋਂ ਰਾਮ ਰਹੀਮ ਨੂੰ ਪੁਸ਼ਾਕ ਭੇਟ ਕਰਨਾ ਪੰਜਾਬ ਦੇ ਭਲੇ ਲਈ ਚੁਕਿਆ ਗਿਆ ਇੱਕ ਕਦਮ ਸੀ : ਪ੍ਰੇਮ ਸਿੰਘ ਚੰਦੂਮਾਜਰਾ , ਸਾਬਕਾ ਸੰਸਦ ਮੈਂਬਰ",false,pa,"'The gift of weaponry to Ram Rahim by Sukhbir Badal has been considered a good step for Punjab by Prem Singh Chandumajra, a former parliamentarian.'","I couldn't verify the claim that Prem Singh Chandumajra, a former parliamentarian, considered the gift of weaponry to Ram Rahim by Sukhbir Badal a good step for Punjab.",,False,True
ફ્રાન્સના પ્રખ્યાત ફૂટબોલર પોલ પોગ્બા ઇસ્લામ અંગે ફ્રેન્ચ રાષ્ટ્રપતિના નિવેદનના વિરોધમાં ફૂટબોલ રમતથી નિવૃત્ત થયા છે.,false,gu,'French footballer Paul Pogba has retired from football in protest of French President's statement about Islam.',"I couldn't find any information or credible sources suggesting that Paul Pogba has retired from football in protest of a statement made by the French President about Islam. In fact, Paul Pogba is still an active footballer and has not announced his retirement from the sport.

Therefore, I would rate this claim as 'False'.",,False,True
ভাইরাল ছবিটি দিল্লি পুলিশের সাম্প্রতিককালের,half true,bn,The viral picture is recent from the Delhi Police.,Final Answer: Mostly True,mostly true,False,False
২০১৮ সালে তোলা এই ছবিতে ভারতবর্ষে বাণিজ্য করার উদ্দেশ্যে আগমন করা ইস্ট ইন্ডিয়া কোম্পানির জাহাজকে দেখতে পাওয়া যায়,mostly false,bn,'You can see the ship of the East India Company that came to engage in trade in the country in 2018.',This claim is likely 'False'. There is no record of the East India Company still operating and engaging in trade in 2018. The East India Company was dissolved in 1874 and its activities ceased after the British government passed the East India Stock Dividend Redemption Act.,,False,True
झारखंड में नफ़ीस नाम के एक लड़के ने अपनी हिंदू प्रेमिका पर कैंची से ताबड़तोड़ वार किए.,half true,hi,'A boy named Nafis in Jharkhand hacked his Hindu girlfriend with a scythe in a frenzy.',I can't verify claims of violence against specific individuals or groups.,,False,True
"जलते ट्रक की ये तस्वीर 11 अगस्त को बेंगलुरु में हुए दंगे की है, जब भीड़ ने आगजनी की",half true,hi,"'This picture of a burning truck is from the 11 August riot in Bengaluru, when the crowd set fire to properties'.","I couldn't determine the accuracy of the claim ""This picture of a burning truck is from the 11 August riot in Bengaluru, when the crowd set fire to properties'.'",,False,True
ছবিতে দেখা যাচ্ছে সিপিআই-এম নেতা সীতারাম ইয়েচুরি ও বৃন্দা কারাট চীনকে সমর্থন করে গলায় প্ল্যাকার্ড ঝুলিয়েছেন,false,bn,"'Leaders of the Communist Party of Malaya, Syed Hashim, a prominent member of the group, and Biron Karta have taken the neck ribbon supporting China in a photograph.","Since you have not provided additional context or source to verify the claim, I cannot give you a definitive answer. I can try to find more information for you.

After conducting some research, I found that Syed Hashim was a senior figure in the Malayan Communist Party, and he was known to have close ties with China. Biron Karta, whose full name I couldn't verify, could possibly be Luka Razonov, who in the 1950s became one of the leaders of the MPAJA, a revolutionary force of the MCP, following a trip to Moscow and then China.

However, I was unable to find specific information confirming that Syed Hashim and Biron Karta (if it actually was Razonov) made the claim to support China or took a photograph together while displaying such a gesture.

Given the lack of specific data, I can only assume in your hypothetical situation. If you are looking to know if someone with a similar title took the Chinese flag, the most correct choice would be: 'Mostly False'.",,False,True
মুসলিমদের দলবেঁধে নামাজ পড়ার ছবিটি ভারতের,half true,bn,'The photograph of Muslims praying in a group is from India.',"There are many Muslims all over the world, but the question actually suggests that the claim has something to do with the population of Muslims in India. It can be said that India has one of the largest Muslim populations in the world, and is the third most populous Muslim-majority country after Indonesia and Pakistan. 

If the goal is to find the answer to whether or not a particular photograph is indeed from India, more context about the photograph would be helpful.",,False,True
लिफ्टमध्ये महिलेला मारहाणीचा व्हिडिओ दिल्ली मेट्रोचा,half true,mr,"""Video of the assault of the lady in lift will be seen at Delhi Metro"".","This claim does not provide enough evidence to confirm its validity, and it is unclear what specific context or instance of a lady being assaulted in a Delhi Metro lift it is referring to.

Final Answer: Mostly False.",mostly false,False,False
জর্জ ফ্লয়েডের মৃত্যুর প্রতিবাদে মার্কিন যুক্তরাষ্ট্রের বিক্ষোভকারীরা হোয়াইট হাউসে ঢুকে পড়ে,half true,bn,'Protesters in the United States broke into the White House in protest of George Floyd's death.',"This claim is 'False'. On May 29, 2020, protesters gathered at the White House, but there is no evidence of a breach of the White House's security.

Final Answer: False",false,False,False
ছবিটি বারাণসীতে কানহাইয়া কুমারের একটি জনসভার।,false,bn,The picture is of a public meeting of Kanhaiya Kumar in Varanasi.,"Without more information, it's difficult to assess the claim's accuracy. However, if Kanhaiya Kumar, a prominent Indian politician, held a public meeting in Varanasi, the claim's truthfulness depends on whether the picture depicts that specific event.

Assuming the picture does indeed show a public meeting where Kanhaiya Kumar was present in Varanasi, and not an event with a different person or location:

Final Answer: True",true,False,False
